ENTIDAD,MUNICIPIO,PARTIDO,PRESIDENTE_MUNICIPAL,PERIODO_FORMATO_ORIGINAL,Year
TABASCO,CUNDUACAN,PRD,JUAN ARMANDO GORDILLO DE DIOS,del 01-Ene-2010 al 31-Dic-2012,2010
TABASCO,CUNDUACAN,PRD,TIOFILO OVANDO SANCHEZ,del 01-Ene-2013 al 31-Dic-2015,2013
TABASCO,CUNDUACAN,PRD,TITO CAMPOS PIEDRA,del 01-Ene-2016 al 04-Oct-2018,2016
TABASCO,CUNDUACAN,PRI,ADOLFO PULIDO SANTIAGO,del 01-Ene-2001 al 31-Dic-2003,2001
TABASCO,CUNDUACAN,PRI,FERNANDO RUIZ HERNANDEZ,del 01-Ene-1995 al 31-Dic-1997,1995
TABASCO,CUNDUACAN,PRI,FRANCISCO JESUS SANCHEZ SOBERANO,del 01-Ene-2007 al 31-Dic-2009,2007
TABASCO,CUNDUACAN,PRI,GABRIEL MONTEJO LOPEZ,del 01-Ene-1992 al 31-Dic-1994,1992
TABASCO,CUNDUACAN,PRI,ISRAEL SANCHEZ GARCIA,del 01-Ene-1998 al 31-Dic-2000,1998
TABASCO,EMILIANO ZAPATA,CM-PRI,RAMON RODRIGUEZ LAYNEZ,del 01-Ene-1992 al 31-Dic-1994,1992
TABASCO,EMILIANO ZAPATA,PAN,MIGUEL ANGEL JIMENEZ LANDERO,del 01-Ene-2010 al 31-Dic-2012,2010
TABASCO,EMILIANO ZAPATA,PRI,FRANCISCO JAVIER CONDE ORDORICA,del 01-Ene-2004 al 31-Dic-2006,2004
TABASCO,EMILIANO ZAPATA,PRI,HEBERTO RAMON CABRERA JASSO,del 01-Ene-1998 al 31-Dic-2000,1998
TABASCO,EMILIANO ZAPATA,PRI,JORGE LUIS GONZALEZ MARIN,del 01-Ene-2007 al 31-Dic-2009,2007
TABASCO,EMILIANO ZAPATA,PRI,JOSE ARMIN MARIN SAURY,del 01-Ene-2013 al 31-Dic-2015,2013
TABASCO,EMILIANO ZAPATA,PRI,MANUEL DIAZ MARTINEZ,del 01-Ene-2001 al 31-Dic-2003,2001
TABASCO,EMILIANO ZAPATA,PRI,VENTURA MARIN FONZ,del 01-Ene-1995 al 31-Dic-1997,1995
TABASCO,EMILIANO ZAPATA,PVEM,CARLOS ALBERTO PASCUAL PEREZ JASSO,del 05-Oct-2018 al 04-Oct-2021,2019
TABASCO,EMILIANO ZAPATA,PVEM,JOSE ARMIN MARIN SAURY,del 05-Oct-2021 al 04-Oct-2024,2022
TABASCO,EMILIANO ZAPATA,PVEM,MANUELA DEL PILAR RIOS LOPEZ,del 01-Ene-2016 al 04-Oct-2018,2016
TABASCO,HUIMANGUILLO,CPBT,OSCAR FERRER ABALOS,del 01-Ene-2007 al 31-Dic-2009,2007
TABASCO,HUIMANGUILLO,MORENA,JOSE DEL CARMEN TORRUCO JIMENEZ,del 05-Oct-2018 al 04-Oct-2021,2019
TABASCO,HUIMANGUILLO,MORENA,OSCAR FERRER ABALOS,del 05-Oct-2021 al 04-Oct-2024,2022
TABASCO,HUIMANGUILLO,PRD,FRANCISCO SANCHEZ RAMOS,del 01-Ene-2013 al 31-Dic-2015,2013
TABASCO,HUIMANGUILLO,PRD,JORGE ISAAC JUAREZ BRINDIS,del 01-Ene-2004 al 31-Dic-2006,2004
TABASCO,HUIMANGUILLO,PRD,JOSE SABINO HERRERA DAGDUG,del 01-Ene-2016 al 04-Oct-2018,2016
TABASCO,HUIMANGUILLO,PRI,CESAR ERNESTO RABELO DAGDUG,del 01-Ene-1998 al 31-Dic-2000,1998
TABASCO,HUIMANGUILLO,PRI,GERALD WASHINGTON HERRERA CASTELLANOS,del 01-Ene-2010 al 31-Dic-2012,2010
TABASCO,HUIMANGUILLO,PRI,JOSE DEL CARMEN TORRUCO JIMENEZ,del 01-Ene-1995 al 31-Dic-1997,1995
TABASCO,HUIMANGUILLO,PRI,LUIS FELIPE MADRIGAL HERNANDEZ,del 01-Ene-1992 al 31-Dic-1994,1992
TABASCO,HUIMANGUILLO,PRI,MANRIQUE DAGDUG URGELL,del 01-Ene-2001 al 31-Dic-2003,2001
TABASCO,JALAPA,CM-PRI,JOSE JESUS TORPEY ANDRADE,del 01-Ene-1992 al 31-Dic-1994,1992
TABASCO,JALAPA,COAL,ESPERANZA MENDEZ VAZQUEZ,del 01-Ene-2016 al 04-Oct-2018,2016
TABASCO,JALAPA,MORENA,FERNANDO EMILIO PRIEGO ZURITA,del 05-Oct-2021 al 04-Oct-2024,2022
TABASCO,JALAPA,MORENA,MARIA ASUNCION SILVAN MENDEZ,del 05-Oct-2018 al 04-Oct-2021,2019
TABASCO,JALAPA,PRD,LUIS FRANCISCO DEYA OROPEZA,del 01-Ene-2010 al 31-Dic-2012,2010
TABASCO,JALAPA,PRI,ANTONIO PRIEGO JIMENEZ,del 01-Ene-2007 al 31-Dic-2009,2007
TABASCO,JALAPA,PRI,EDISSON HERNANDEZ PINTO,del 01-Ene-2004 al 31-Dic-2006,2004
TABASCO,JALAPA,PRI,FERNANDO EMILIO PRIEGO DEYA,del 01-Ene-1998 al 31-Dic-2000,1998
TABASCO,JALAPA,PRI,JAIME CORDOVA CONTRERAS,del 01-Ene-1995 al 31-Dic-1997,1995
TABASCO,JALAPA,PRI,OVIDIO HERNANDEZ PEREZ,del 01-Ene-2013 al 31-Dic-2015,2013
TABASCO,JALAPA,PRI,ROGER SILVIANO PEREZ EVOLI,del 01-Ene-2001 al 31-Dic-2003,2001
TABASCO,JALPA DE MENDEZ,COAL,FRANCISCO JAVIER CABRERA SANDOVAL,del 01-Ene-2016 al 04-Oct-2018,2016
TABASCO,JALPA DE MENDEZ,CPBT,JESUS SELVAN GARCIA,del 01-Ene-2007 al 31-Dic-2009,2007
TABASCO,JALPA DE MENDEZ,MORENA,JESUS SELVAN GARCIA,del 05-Oct-2018 al 04-Oct-2021,2019
TABASCO,JALPA DE MENDEZ,MORENA,NURIS LOPEZ SANCHEZ,del 05-Oct-2021 al 04-Oct-2024,2022
TABASCO,JALPA DE MENDEZ,PRD,ANTONIO SASTRE SEGOVIA,del 01-Ene-2001 al 31-Dic-2003,2001
TABASCO,JALPA DE MENDEZ,PRD,DOMINGO GARCIA VARGAS,del 01-Ene-2013 al 31-Dic-2015,2013
TABASCO,JALPA DE MENDEZ,PRD,FRANCISCO MIRABAL HERNANDEZ,del 01-Ene-2004 al 31-Dic-2006,2004
TABASCO,JALPA DE MENDEZ,PRD,JOSE CARMEN ORUETA MADRIGAL,del 01-Ene-1995 al 31-Dic-1997,1995
TABASCO,JALPA DE MENDEZ,PRI,ANDRES MADRIGAL HERNANDEZ,del 01-Ene-1992 al 31-Dic-1994,1992
TABASCO,JALPA DE MENDEZ,PRI,JUAN MAGAÑA MADRIGAL,del 01-Ene-1998 al 31-Dic-2000,1998
TABASCO,JALPA DE MENDEZ,PRI,RENAN LOPEZ SANCHEZ,del 01-Ene-2010 al 31-Dic-2012,2010
TABASCO,JONUTA,COAL,ANA LILIA DIAZ ZUBIETA,del 01-Ene-2016 al 04-Oct-2018,2016
TABASCO,JONUTA,COAL,FRANCISCO ALFONSO FILIGRANA CASTRO,del 05-Oct-2018 al 04-Oct-2021,2019
TABASCO,JONUTA,CPBT,CARLOS FRANCISCO LASTRA GONZALEZ,del 01-Ene-2007 al 31-Dic-2009,2007
TABASCO,JONUTA,MORENA,ERIC ROBERT GARRIDO ARGAEZ,del 05-Oct-2021 al 04-Oct-2024,2022
TABASCO,JONUTA,PRD,ARMANDO NARCISO CORREA PEÑA,del 01-Ene-2010 al 31-Dic-2012,2010
TABASCO,JONUTA,PRD,FRANCISCO ALFONSO FILIGRANA CASTRO,del 01-Ene-2001 al 31-Dic-2003,2001
TABASCO,JONUTA,PRD,RAFAEL ELIAS SANCHEZ CABRALES,del 01-Ene-2004 al 31-Dic-2006,2004
TABASCO,JONUTA,PRI,EDUARDO ENRIQUE FLORES ARIAS,del 01-Ene-1995 al 31-Dic-1997,1995
TABASCO,JONUTA,PRI,FIDELIO QUINTO PERALTA DAMIAN,del 01-Ene-1998 al 31-Dic-2000,1998
TABASCO,JONUTA,PRI,JOSE FELIPE TORRES ARIAS,del 01-Ene-2013 al 31-Dic-2015,2013
TABASCO,JONUTA,PRI,SAUL JIMENEZ MENDEZ,del 01-Ene-1992 al 31-Dic-1994,1992
TABASCO,MACUSPANA,CM,MAURO WINZING NEGRIN,del 05-Sep-2020 al 04-Oct-2021,2021
TABASCO,MACUSPANA,CM-PRI,JULIO CESAR PEREZ OROPEZA,del 01-Ene-1992 al 31-Dic-1994,1992
TABASCO,MACUSPANA,CPBT,FREDY MARTINEZ COLOME,del 01-Ene-2007 al 31-Dic-2009,2007
TABASCO,MACUSPANA,MORENA,JULIO ERNESTO GUTIERREZ BOCANEGRA,del 05-Oct-2021 al 04-Oct-2024,2022
TABASCO,MACUSPANA,MORENA,ROBERTO VILLALPANDO ARIAS,del 05-Oct-2018 al 04-Sep-2020,2019
TABASCO,MACUSPANA,PRD,JOSE RAMIRO LOPEZ OBRADOR,del 01-Ene-2004 al 31-Dic-2006,2004
TABASCO,MACUSPANA,PRD,VICTOR MANUEL GONZALEZ VALERIO,del 01-Ene-2013 al 31-Dic-2015,2013
TABASCO,MACUSPANA,PRI,ALEXIS FALCON AGUIRRE,del 01-Ene-1995 al 31-Dic-1997,1995
TABASCO,MACUSPANA,PRI,ALFONSO PEREZ ALVAREZ,del 01-Ene-2010 al 31-Dic-2012,2010
TABASCO,MACUSPANA,PRI,CARLOS CESAR GIL CASTILLO,del 01-Ene-1998 al 31-Dic-2000,1998
TABASCO,MACUSPANA,PRI,JOSE EDUARDO ROVIROSA RAMIREZ,del 01-Ene-2001 al 31-Dic-2003,2001
TABASCO,MACUSPANA,PRI,JOSE EDUARDO ROVIROSA RAMIREZ,del 01-Ene-2016 al 04-Oct-2018,2016
TABASCO,NACAJUCA,CM-PRI,ROOSEVELT GOMEZ FLORES,del 01-Ene-1992 al 31-Dic-1994,1992
TABASCO,NACAJUCA,CPBT,AVENAMAR LEYVA GOMEZ,del 01-Ene-2007 al 31-Dic-2009,2007
TABASCO,NACAJUCA,MORENA,JANICIE CONTRERAS GARCIA,del 05-Oct-2018 al 04-Oct-2021,2019
TABASCO,NACAJUCA,MORENA,SHEILA DARLIN ALVAREZ HERNANDEZ,del 05-Oct-2021 al 04-Oct-2024,2022
TABASCO,NACAJUCA,PAN,FRANCISCO LOPEZ ALVAREZ,del 01-Ene-2016 al 04-Oct-2018,2016
TABASCO,NACAJUCA,PRD,ADAN MAGAÑA GOMEZ,del 01-Ene-1995 al 31-Dic-1997,1995
TABASCO,NACAJUCA,PRD,PEDRO LANDERO LOPEZ,del 01-Ene-2013 al 31-Dic-2015,2013
TABASCO,NACAJUCA,PRD,SILBESTRE ALVAREZ RAMON,del 01-Ene-2004 al 31-Dic-2006,2004
TABASCO,NACAJUCA,PRI,CESAR DE LA CRUZ OSORIO,del 01-Ene-2001 al 31-Dic-2003,2001
TABASCO,NACAJUCA,PRI,MARCO ANTONIO LEYVA LEYVA,del 01-Ene-2010 al 31-Dic-2012,2010
TABASCO,NACAJUCA,PRI,RAMON GOMEZ ALVAREZ,del 01-Ene-1998 al 31-Dic-2000,1998
TABASCO,PARAISO,COAL,BERNARDO BARRADA RUIZ,del 01-Ene-2016 al 04-Oct-2018,2016
TABASCO,PARAISO,MORENA,ANTONIO ALEJANDRO ALMEIDA,del 05-Oct-2018 al 04-Oct-2021,2019
TABASCO,PARAISO,PRD,ANA LUISA CASTELLANOS HERNANDEZ,del 05-Oct-2021 al 04-Oct-2024,2022
TABASCO,PARAISO,PRD,CRISTOBAL JAVIER ANGULO,del 01-Ene-2010 al 31-Dic-2012,2010
TABASCO,PARAISO,PRD,JORGE ANDRES GARCIA FERNANDEZ,del 01-Ene-2001 al 31-Dic-2003,2001
TABASCO,PARAISO,PRD,SEBASTIAN IZQUIERDO GOMEZ,del 01-Ene-2004 al 31-Dic-2006,2004
TABASCO,PARAISO,PRI,FRANCISCO SANTO MAGAÑA,del 01-Ene-2007 al 31-Dic-2009,2007
TABASCO,PARAISO,PRI,JORGE ALBERTO CARRILLO JIMENEZ,del 01-Ene-2013 al 31-Dic-2015,2013
TABASCO,PARAISO,PRI,JOSE MANUEL BARJAUS PEREZ,del 01-Ene-1992 al 31-Dic-1994,1992
TABASCO,PARAISO,PRI,LUIS ARTURO DE LA FUENTE SANCHEZ,del 01-Ene-1998 al 31-Dic-2000,1998
TABASCO,PARAISO,PRI,PEDRO DOMINGUEZ CUPIL,del 01-Ene-1995 al 31-Dic-1997,1995
TABASCO,TACOTALPA,MORENA,TOMIRIS DOMINGUEZ PEREZ,del 05-Oct-2018 al 04-Oct-2021,2019
TABASCO,TACOTALPA,PMC,RICKI ANTONIO ARCOS PEREZ,del 05-Oct-2021 al 04-Oct-2024,2022
TABASCO,TACOTALPA,PRD,ALTERIO RAMOS PEREZ PEREZ,del 01-Ene-2013 al 31-Dic-2015,2013
TABASCO,TACOTALPA,PRI,EFRAIN NARVAEZ HERNANDEZ,del 01-Ene-2016 al 04-Oct-2018,2016
TABASCO,TACOTALPA,PRI,GABRIEL JACINTO VAZQUEZ CABRERA,del 01-Ene-1992 al 31-Dic-1994,1992
TABASCO,TACOTALPA,PRI,JORGE LUIS IZA RAMIREZ,del 01-Ene-2001 al 31-Dic-2003,2001
TABASCO,TACOTALPA,PRI,PEDRO PALOMEQUE CALZADA,del 01-Ene-2007 al 31-Dic-2009,2007
TABASCO,TACOTALPA,PRI,ROGELIO BETANCOUR GONZALEZ,del 01-Ene-1995 al 31-Dic-1997,1995
TABASCO,TACOTALPA,PRI,RUBEN ASCENCIO WADE,del 01-Ene-1998 al 31-Dic-2000,1998
TABASCO,TACOTALPA,PRI,ULISES SOLIS GARCIA,del 01-Ene-2010 al 31-Dic-2012,2010
TABASCO,TACOTALPA,PRI,VICTOR MANUEL NARVAEZ OSORIO,del 01-Ene-2004 al 31-Dic-2006,2004
TABASCO,TEAPA,COAL,TEY MOLLINEDO CANO,del 05-Oct-2018 al 04-Oct-2021,2019
TABASCO,TEAPA,MORENA,ALMA ROSA ESPADAS HERNANDEZ,del 05-Oct-2021 al 04-Oct-2024,2022
TABASCO,TEAPA,PRD,CARLOS MARIO OCAMPO CANO,del 01-Ene-1995 al 31-Dic-1997,1995
TABASCO,TEAPA,PRD,RAFAEL ABNER BALBOA SANCHEZ,del 01-Ene-2004 al 31-Dic-2006,2004
TABASCO,TEAPA,PRI,ELDA MARIA LLERGO ASMITIA,del 01-Ene-2013 al 31-Dic-2015,2013
TABASCO,TEAPA,PRI,ELIO RAMON BELTRAN CADENA,del 01-Ene-1998 al 31-Dic-2000,1998
TABASCO,TEAPA,PRI,HECTOR RAUL CABRERA PASCACIO,del 01-Ene-2010 al 31-Dic-2012,2010
TABASCO,TEAPA,PRI,MARCO ANTONIO ESPADAS GARCIA,del 01-Ene-2001 al 31-Dic-2003,2001
TABASCO,TEAPA,PRI,OSCAR LLERGO HEREDIA,del 01-Ene-1992 al 31-Dic-1994,1992
TABASCO,TEAPA,PRI,RAFAEL DARIO CALZADA BALBOA,del 01-Ene-2007 al 31-Dic-2009,2007
TABASCO,TEAPA,PVEM,JORGE ARMANDO CANO GOMEZ,del 01-Ene-2016 al 04-Oct-2018,2016
TABASCO,TENOSIQUE,MORENA,JORGE SUAREZ MORENO,del 05-Oct-2021 al 04-Oct-2024,2022
TABASCO,TENOSIQUE,MORENA,RAUL GUSTAVO GUTIERREZ CORTES,del 05-Oct-2018 al 04-Oct-2021,2019
TABASCO,TENOSIQUE,PRD,RAUL GUSTAVO GUTIERREZ CORTES,del 01-Ene-2010 al 31-Dic-2012,2010
TABASCO,TENOSIQUE,PRI,ANTONIO ABELARDO ARMANDO SOLA VELA,del 01-Ene-2007 al 31-Dic-2009,2007
TABASCO,TENOSIQUE,PRI,ARSENIO ZUBIETA VALENZUELA,del 01-Ene-1998 al 31-Dic-2000,1998
TABASCO,TENOSIQUE,PRI,BALTAZAR VEGA FERNANDEZ,del 01-Ene-1992 al 31-Dic-1994,1992
TABASCO,TENOSIQUE,PRI,CARLOS ALBERTO VEGA CELORIO,del 01-Ene-2013 al 31-Dic-2015,2013
TABASCO,TENOSIQUE,PRI,FERNANDO PERALTA JUAREZ,del 01-Ene-1995 al 31-Dic-1997,1995
TABASCO,TENOSIQUE,PRI,FRANCISCO RAMON ABREU VELA,del 01-Ene-2016 al 04-Oct-2018,2016
TABASCO,TENOSIQUE,PRI,OCTAVIO MEDINA GARCIA,del 01-Ene-2004 al 31-Dic-2006,2004
TABASCO,TENOSIQUE,PRI,RAYMUNDO ROSADO MENDOZA,del 01-Ene-2001 al 31-Dic-2003,2001
TAMAULIPAS,ABASOLO,COAL,JUAN ANTONIO CURIEL CURIEL,del 01-Ene-2011 al 31-Dic-2013,2011
TAMAULIPAS,ABASOLO,COAL,YESIKA YANET SELVERA GARZA,del 03-Oct-2016 al 02-Oct-2018,2017
TAMAULIPAS,ABASOLO,PAN,JUAN JOSE RODRIGUEZ GARZA,del 01-Ene-2008 al 31-Dic-2010,2008
TAMAULIPAS,ABASOLO,PRI,JUVENAL RAMIREZ LUCIO,del 01-Ene-1999 al 31-Dic-2001,1999
TAMAULIPAS,ABASOLO,PRI,LUCIO JUVENAL RAMIREZ,del 01-Ene-1993 al 31-Dic-1995,1993
TAMAULIPAS,ABASOLO,PRI,LUIS ORTIZ JARAMILLO,del 01-Ene-2005 al 31-Dic-2007,2005
TAMAULIPAS,ABASOLO,PRI,OSCAR SALDAÑA SILVA,del 01-Ene-1996 al 31-Dic-1998,1996
TAMAULIPAS,ABASOLO,PRI,RENATO RUIZ PEREZ,del 01-Ene-2002 al 31-Dic-2004,2002
TAMAULIPAS,ABASOLO,PRI,RUBEN CURIEL CURIEL,del 01-Oct-2021 al 30-Sep-2024,2022
TAMAULIPAS,ABASOLO,PRI,YESIKA YANET SELVERA GARZA,del 01-Oct-2018 al 30-Sep-2021,2018
TAMAULIPAS,ABASOLO,TSTAMPS,EDUARDO MARTINEZ TORRES,del 01-Oct-2013 al 30-Sep-2016,2014
TAMAULIPAS,ALDAMA,COAL,FAISAL SMER SILVA,del 03-Oct-2016 al 02-Oct-2018,2017
TAMAULIPAS,ALDAMA,COAL,JORGE LUIS GONZALEZ ROSALEZ,del 01-Oct-2018 al 30-Sep-2021,2019
TAMAULIPAS,ALDAMA,CUXT,ABAD SMER SILVA,del 01-Ene-2008 al 31-Dic-2010,2008
TAMAULIPAS,ALDAMA,PAN,ALEJANDRO GARCIA BARRIENTOS,del 01-Oct-2021 al 30-Sep-2024,2022
TAMAULIPAS,ALDAMA,PAN,FELIPE LOPEZ AVALOS,del 01-Ene-2005 al 31-Dic-2007,2005
TAMAULIPAS,ALDAMA,PAN,ISMAEL HERVERT BAUTISTA,del 01-Ene-2011 al 31-Dic-2013,2011
TAMAULIPAS,ALDAMA,PRI,ABAD SMER SILVA,del 01-Ene-1999 al 31-Dic-2001,1999
TAMAULIPAS,ALDAMA,PRI,J GUADALUPE GONZALEZ SEGURA,del 01-Ene-1996 al 31-Dic-1998,1996
TAMAULIPAS,ALDAMA,PRI,LEOPOLDO MONTALVO DE LEIJA,del 01-Ene-1993 al 31-Dic-1995,1993
TAMAULIPAS,ALDAMA,PRI,MARIO FERNANDEZ ARTEAGA,del 01-Ene-2002 al 31-Dic-2004,2002
TAMAULIPAS,ALDAMA,TSTAMPS,MARIO ZAMORANO CANTU,del 01-Oct-2013 al 30-Sep-2016,2014
TAMAULIPAS,ALTAMIRA,COAL,ALMA LAURA AMPARAN,del 01-Oct-2018 al 30-Sep-2021,2019
TAMAULIPAS,ALTAMIRA,COAL,ARMANDO MARTINEZ MANRIQUEZ,del 01-Oct-2021 al 30-Sep-2024,2022
TAMAULIPAS,ALTAMIRA,COAL,PEDRO CARRILLO ESTRADA,del 01-Ene-2011 al 31-Dic-2013,2011
TAMAULIPAS,ALTAMIRA,COALICIoN,JUVENAL HERNANDEZ LLANOS,del 01-Ene-2005 al 31-Dic-2007,2005
TAMAULIPAS,ALTAMIRA,CUXT,FCO JAVIER MARTIN GIL ORTIZ,del 01-Ene-2008 al 31-Dic-2010,2008
TAMAULIPAS,ALTAMIRA,PAN,ALMA LAURA AMPARAN CRUZ,del 03-Oct-2016 al 02-Oct-2018,2017
TAMAULIPAS,ALTAMIRA,PFCRN,ROMANA HERMELINDA FLORES RIVERA,del 01-Ene-1996 al 31-Dic-1998,1996
TAMAULIPAS,ALTAMIRA,PRI,DELIA CALLES BADILLO,del 01-Ene-1993 al 31-Dic-1995,1993
TAMAULIPAS,ALTAMIRA,PRI,JUAN GENARO DE LA PORTILLA NARVAEZ,del 01-Ene-2002 al 31-Dic-2004,2002
TAMAULIPAS,ALTAMIRA,PRI,SERGIO CARRILLO ESTRADA,del 01-Ene-1999 al 31-Dic-2001,1999
TAMAULIPAS,ALTAMIRA,TSTAMPS,ARMANDO LOPEZ FLORES,del 01-Oct-2013 al 30-Sep-2016,2014
TAMAULIPAS,ANTIGUO MORELOS,COAL,EVANGELINA AVILA CABRIALES,del 01-Oct-2018 al 30-Sep-2021,2019
TAMAULIPAS,ANTIGUO MORELOS,PAN,ARTURO IBARRA TORRES,del 01-Ene-2011 al 31-Dic-2013,2011
TAMAULIPAS,ANTIGUO MORELOS,PAN,CARMELO TINAJERO CASTRO,del 01-Ene-2008 al 31-Dic-2010,2008
TAMAULIPAS,ANTIGUO MORELOS,PAN,CARMELO TINAJERO CASTRO,del 01-Oct-2021 al 30-Sep-2024,2022
TAMAULIPAS,ANTIGUO MORELOS,PAN,EVANGELINA AVILA CABRIALES,del 03-Oct-2016 al 02-Oct-2018,2017
TAMAULIPAS,ANTIGUO MORELOS,PAN,JOSE GUADALUPE TINAJERO CASTRO,del 01-Oct-2013 al 30-Sep-2016,2014
TAMAULIPAS,ANTIGUO MORELOS,PRI,ALBERTO ROSTRO ARMENDARIZ,del 01-Ene-1993 al 31-Dic-1995,1993
TAMAULIPAS,ANTIGUO MORELOS,PRI,JAVIER MOLINA BARRERA,del 01-Ene-2005 al 31-Dic-2007,2005
TAMAULIPAS,ANTIGUO MORELOS,PRI,JOEL LOPEZ TURRUBIATES,del 01-Ene-2002 al 31-Dic-2004,2002
TAMAULIPAS,ANTIGUO MORELOS,PRI,JOSE PEDRO MARTINEZ MUÑIZ,del 01-Ene-1999 al 31-Dic-2001,1999
TAMAULIPAS,ANTIGUO MORELOS,PRI,RODOLFO GONZALEZ HERNANDEZ,del 01-Ene-1996 al 31-Dic-1998,1996
TAMAULIPAS,BURGOS,CUXT,SERGIO PAULO ZUÑIGA GARZA,del 01-Ene-2008 al 31-Dic-2010,2008
TAMAULIPAS,BURGOS,PAN,ALEJANDRO MOYA GARZA,del 03-Oct-2016 al 02-Oct-2018,2017
TAMAULIPAS,BURGOS,PAN,JORGE ELEAZAR GALVAN GARCIA,del 01-Oct-2018 al 30-Sep-2021,2019
TAMAULIPAS,BURGOS,PAN,JORGE ELEAZAR GALVAN GARCIA,del 01-Oct-2021 al 30-Sep-2024,2021
TAMAULIPAS,BURGOS,PRI,ALEJANDRO MOYA GARZA,del 01-Ene-2002 al 31-Dic-2004,2002
TAMAULIPAS,BURGOS,PRI,ELIAS DAVILA GONZALEZ,del 01-Ene-1996 al 31-Dic-1998,1996
TAMAULIPAS,BURGOS,PRI,EMILIANO GALVAN DE LEON,del 01-Ene-1993 al 31-Dic-1995,1993
TAMAULIPAS,BURGOS,PRI,FERNANDO LOPEZ PANDO,del 01-Ene-2011 al 31-Dic-2013,2011
TAMAULIPAS,BURGOS,PRI,HERACLIO GALVAN ESPINOZA,del 01-Ene-2005 al 31-Dic-2007,2005
TAMAULIPAS,BURGOS,PRI,PEDRO GALVAN RIVERA,del 01-Ene-1999 al 31-Dic-2001,1999
TAMAULIPAS,BURGOS,TSTAMPS,MARCO POLO GARZA MARTINEZ,del 01-Oct-2013 al 30-Sep-2016,2014
TAMAULIPAS,BUSTAMANTE,COAL,MARICELA RODRIGUEZ GONZALEZ,del 03-Oct-2016 al 02-Oct-2018,2017
TAMAULIPAS,BUSTAMANTE,CUXT,JOSE ANTERO MEDINA CRUZ,del 01-Ene-2008 al 31-Dic-2010,2008
TAMAULIPAS,BUSTAMANTE,PAN,BRISA VERBER RODRIGUEZ,del 01-Oct-2021 al 30-Sep-2024,2022
TAMAULIPAS,BUSTAMANTE,PRI,JACINTO VASQUEZ REYNA,del 01-Ene-2002 al 31-Dic-2004,2002
TAMAULIPAS,BUSTAMANTE,PRI,JOSE GUADALUPE SERNA TREJO,del 01-Ene-1999 al 31-Dic-2001,1999
TAMAULIPAS,BUSTAMANTE,PRI,JUAN VERBER NAVA,del 01-Ene-1993 al 31-Dic-1995,1993
TAMAULIPAS,BUSTAMANTE,PRI,JULIO TORRES TORRES,del 01-Ene-2005 al 31-Dic-2007,2005
TAMAULIPAS,BUSTAMANTE,PRI,JUVENCIO BECERRA PEREZ,del 01-Ene-2011 al 31-Dic-2013,2011
TAMAULIPAS,BUSTAMANTE,PRI,MARICELA RODRIGUEZ GONZALEZ,del 01-Oct-2018 al 30-Sep-2021,2019
TAMAULIPAS,BUSTAMANTE,PRI,ROBERTO VARGAS SANCHEZ,del 01-Ene-1996 al 31-Dic-1998,1996
TAMAULIPAS,BUSTAMANTE,TSTAMPS,GILDARDO CHAIRES PECINA,del 01-Oct-2013 al 30-Sep-2016,2014
TAMAULIPAS,CAMARGO,COAL,EDELMIRA GARCIA DELGADO,del 03-Oct-2016 al 02-Oct-2018,2017
TAMAULIPAS,CAMARGO,COAL,LETICIA PEÑA VILLARREAL,del 01-Oct-2018 al 30-Sep-2021,2019
TAMAULIPAS,CAMARGO,CUXT,JOSE CORREA GUERRERO,del 01-Ene-2008 al 31-Dic-2010,2008
TAMAULIPAS,CAMARGO,PAN,JESUS JUAN ANGEL IBARRA TAMEZ,del 01-Ene-1996 al 31-Dic-1998,1996
TAMAULIPAS,CAMARGO,PAN,MARIA DEL CARMEN ROCHA HERNANDEZ,del 01-Oct-2021 al 30-Sep-2024,2022
TAMAULIPAS,CAMARGO,PRD,MARIA DEL CARMEN ROCHA HERNANDEZ,del 01-Ene-2011 al 31-Dic-2013,2011
TAMAULIPAS,CAMARGO,PRI,EDUARDO HINOJOSA CEPEDA,del 01-Ene-2005 al 31-Dic-2007,2005
TAMAULIPAS,CAMARGO,PRI,JOSE CORREA GUERRERO,del 01-Ene-2002 al 31-Dic-2004,2002
TAMAULIPAS,CAMARGO,PRI,LORENZO RAMIREZ DIAZ,del 01-Ene-1999 al 31-Dic-2001,1999
TAMAULIPAS,CAMARGO,PRI,RAUL SAENZ RAMIREZ,del 01-Ene-1993 al 31-Dic-1995,1993
TAMAULIPAS,CAMARGO,TSTAMPS,BLAS LOPEZ GARCIA,del 01-Oct-2013 al 30-Sep-2016,2014
TAMAULIPAS,CASAS,COAL,SANTOS ZURITA SANCHEZ,del 01-Ene-2011 al 31-Dic-2013,2011
TAMAULIPAS,CASAS,CUXT,SANTIAGO AVALOS MEDINA,del 01-Ene-2008 al 31-Dic-2010,2008
TAMAULIPAS,CASAS,PAN,JANET ELENA BARRON PERALES,del 01-Oct-2018 al 30-Sep-2021,2019
TAMAULIPAS,CASAS,PAN,JESUS ARTURO BARRON PERALES,del 03-Oct-2016 al 02-Oct-2018,2017
TAMAULIPAS,CASAS,PAN,MA OLGA HERNANDEZ AVALOS,del 01-Oct-2021 al 30-Sep-2024,2022
TAMAULIPAS,CASAS,PRI,BENJAMIN HERNANDEZ AVALOS,del 01-Ene-1993 al 31-Dic-1995,1993
